review_title,review,sentiment
"Good or bad, depend on what you are looking for",{ Pros. interesting high value high impact projects; work life balance } { Cons. too many technical incompetent employee in the company: too many high/middle level manager have little technical knowledge and can be fooled easily; Have technical fellows who supposed to be technical leaders in the field who have little technical reputation outside the company; too many technical team leaders who is not even a technical leader; culture of political correctness },0.2
Business Analyst,"{ Pros. Wonderful people, strong company, room for advancement } { Cons. cyclical, stressful past few years with layoffs }",0.57
Analyst,"{ Pros. Great 401k and pension plan with great benefits, great work/life balance } { Cons. Constantly optimize the group so less and less jobs in bay area }",0.96
IT analyst,"{ Pros. Work life balance, 9/80, Good pay, Safety orientated } { Cons. Bureaucracy, Slow decision making, not transparent all the time }",0.65
MCBU FE - I&E- Automation,{ Pros. Good pay and good benefits. Bad culture. } { Cons. Very poor middle & top management - Manage results and not people. No way they engage their employees and move you at there own discretion regardless of your discretion. Preferential treatment is highly visible and if you do not fit a certain standard in their eyes you are persecuted and oppressed. },-0.48
Manager,{ Pros. They have great Leadership behaviors } { Cons. There are no cons for this company },0.44
Commitment to Employee,{ Pros. Loved company's social impact work in communities where they work } { Cons. Working outside the US gives you less benefits },0.74
"Poorly run, Management doesn't know how to Manage People","{ Pros. pension, 401k match is 8% for putting in 2%, salary competitive with market, full relocation packages } { Cons. Management only interested in self preservation and ""checking boxes"" for their careers, they are not vested in long term sustainability. The company prides itself on hiring diverse candidates, but is oblivious as to whether a minority is the right fit for the job. Promotions are not fairly determined. People with no experience in a particular area get promoted to positions based on their relationship with a manager, irregardless of qualifications. }",0.55
Mixed Bag,{ Pros. - Pay and benefits - Safety culture (if mid and senior leaders buy into it and not just pay lip service to it) } { Cons. - Inexperienced 'managers' who are unwilling to allow experienced professionals in lower pay grades try to help them be successful - Reductions in force due to poor planning and a lack of accountability for those that underperform (major capital project delays and overruns) },0.69
Customer Service Representative,"{ Pros. Fast pace job, work is not hard,deal with lots of customers and great Co workers. Great for high school and college student very flexible hours. } { Cons. Hours aren't set, all day on your feet, dealing with some customers with attitudes, depending on area you deal with homeless people, crazy people, drug addicts and gang members wanting to steel }",0.84
Senior Advisor,"{ Pros. Work-life is well balanced; Relatively flexible work hours } { Cons. If you are not tagged as high potential employee, you do not have much opportunity no matter how hard you try. }",0.05
Administrative Assistant,"{ Pros. Great health benefits and good compensation } { Cons. A lot of favoritism and ""hook ups"" on job positions. }",0.88
The Titanic.,"{ Pros. If you are a white engineer you should work here. Just make sure you are a yes man and like to have drinks after work. } { Cons. If you are not an engineer and have any other degree you will be treated like a third class citizen, in pay and respect. }",0.89
