;Company;date;employee_title;employee_status;review_title;pros;cons
96;Veolia;2020-11-20;Water Treatment Plant Operator;Current Employee, more than 3 years;Just alright;"Decent work schedule allowing for work life balance
";"Pay could be better, less favoritism
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
97;Veolia;2020-08-22;Field Service Technician;Current Employee;Chemical;"Great benefits with an oilfield company
";"Long hours and some weekend work
Be the first to find this review helpful
Helpful
Share
Repor"
98;Veolia;2020-12-16;Legal Assistant;Former Employee, more than 1 year;Would never suggest this job to a friend;"Great work hours and have most holidays off.
";"Management is awful and only looks out for number one.
Be the first to find this review helpful
Helpful
Share
Repor"
99;Veolia;2020-11-09;Senior Resource Manager;Former Employee, more than 1 year;"Why can't I give this ""operation"" ZERO stars?";"Managed great people - along with a few slugs
";"Multiple bosses. Pathetic pay grade. Horrible management. On call 24-7. Micromanagement is a way of life here. Got blamed for corporate accounting errors.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
100;Veolia;2020-11-11;Coach Operator;Former Employee, more than 1 year;Good job;"Easy, overtime, good training, good administration
";"Work weekends, split hours, split days off
Be the first to find this review helpful
Helpful
Share
Repor"
101;Veolia;2020-10-27;Safety Manager;Current Employee;safety;"decent pay good work hours
";"Not very organized, not much room for advancement in office positions
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
102;Veolia;2020-10-12;General Manager;Former Employee, more than 5 years;Pretty good compny;"Great pay, benefits and time off
";"Finger pointing culture that does not help
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
103;Veolia;2020-06-24;Operations;Former Employee;Great People;"Relaxed environment, really great people work there, good work life balance.
";"Lack of understanding on management decisions on employees in the field
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
104;Veolia;2020-07-11;Environmental Specialist I;Current Employee, more than 1 year;DO NOT WORK HERE;"Benefits, potential high pay and nothing else!
";"The work environment is horrible, but especially for women. This is a total good boys club and if you aren't friends with the higher ups, and drink with them then you are not getting promotions and will be put into the worst jobs/situations, and they will punish you for not ""being in the circle"". This company led me on for a year, had me doing work for a position they never intended to give me and kept stringing me along, all while promoting their friends. They don't carry themselves professionally and it's actually sad watching the way they speak to customers, they're a joke to work for and with. I do not recommend this company to anyone, but ESPECIALLY to those who have a degree. They will put you in the lowest position and try to get you to drive trucks. They're an environmental company that doesn't even recycle or have one care for their environmental impact. If you care about using your education or at least having your degree provide you with a better position than what someone with a GED would get then do not even look twice at this place. OH and if you hate nepotism then this company will drive you wild! They hire family and only take care of each other so you'll never have a position that meets your potential because they'd rather give it to someone completely incompetent than to you. If you're a women they speak poorly of you, expect you to do physically tasking work and don't stand up for you when men in the field are sexually harassing you. If they do bring anything to HR, it goes no where and nothing gets resolved. It's a toxic work environment and I hope to lead people away from experiencing anything I went through.
Verify your email to continue reading or Resend email
7 people found this review helpful
Helpful
Share
Repor"
105;Veolia;2020-02-17;Laboratory Technician;Former Employee, less than 1 year;You don't want this job.;"Pay slightly above market rate
";"Long hours, confusion and chaos, checked out/clueless managers, negative culture have lead the laboratory to become a revolving door department. If you interview, make sure to ask them about their turnover rate, why they think it's so high, and what they plan to do to address it. During the interview they'll offer you a tour - see what a mess the lab and the lab offices are - ask yourself if this seems like a company on top of things. I accepted this position when they offered a 30% raise over my previous position, left less than a year later after the other two members of the department quit (they made it six and ten months, respectively). Accepted a position that paid 19% lower than Veolia and I'm much better off for it. Trust me, you do not want this job.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
106;Veolia;2019-04-14;Environmental Services;Former Employee, more than 10 years;Say what you mean and mean what you say.;"Working in the Environmental Services division for nearly 20 years I always had a sense of being apart of something big and contributing to society.
";"Around 2013 there was a visible shift. Enter the good old boys club. Being a female in middle management it became obvious that diversity was lip service. Upper management entirely comprised of white men. An after taste of agenda started to become apparent in the newly promoted upper management. By 2016 the HR team had evolved into bullies. They created distrust between employees and employers, the are viewed as political players as they add no value to the bottom line. Management often gives everyone the same rewards, regardless of contribution or experience. Telling top performers that it wouldn’t be fair to others will do little to inspire additional commitment. Productivity is also hurt by poor information technology, employees have to navigate different systems and locations to find what they need.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
